DATA/HORA GERAÇÃO=08/09/2024 15:55:52|TOTAL REGISTROS: 5570
RO|069|1100015|Alta Floresta D'Oeste|91d3d0bbdda98e15bed18dd5b625f319
RO|069|1100023|Ariquemes|25d07d34bdfefdda27842e0c56db4a7f
RO|069|1100031|Cabixi|381988d620c7a83898eb1abda7d918f6
RO|069|1100049|Cacoal|7f804be2a38ec30eba44421c9843d903
RO|069|1100056|Cerejeiras|fe00d773a9db0df3d5d01d6ca8770fcb
RO|069|1100064|Colorado do Oeste|038987f5a54c0f59c3de6e617d0dfb81
RO|069|1100072|Corumbiara|f7ffb9da10af81eb405181e9aad6d38b
RO|069|1100080|Costa Marques|1e38d4b4673266b954d6f903e1fe1117
RO|069|1100098|Espigão D'Oeste|a268be10b949aa1dc249d6be4de6cff2
RO|069|1100106|Guajará-Mirim|c4d006b0bc7e0051feea0719d9033427
RO|069|1100114|Jaru|fd109ab9e1eb2f7b32f74e05ecd94a41
RO|069|1100122|Ji-Paraná|14226daced4866ce223472e07e9b8849
RO|069|1100130|Machadinho D'Oeste|0cc94e4e5f9706aeffe3111f62e37e3b
RO|069|1100148|Nova Brasilândia D'Oeste|eedf02c949b61f40fa8ea6371af44c5a
RO|069|1100155|Ouro Preto do Oeste|dcefa2c50d0179bb5289d91e6ae3f5b8
RO|069|1100189|Pimenta Bueno|36510a880c5b32872b3e8dbb1c9c0851
RO|069|1100205|Porto Velho|184da9d28857df84e1102978df60ed7b
RO|069|1100254|Presidente Médici|ca1704a381acf76a2c486fcedb516985
RO|069|1100262|Rio Crespo|47d023f9441054feb0c426926c38a17f
RO|069|1100288|Rolim de Moura|f765bbfb8f0c7451c0acfcc1e6bdab56
RO|069|1100296|Santa Luzia D'Oeste|8bd65f623bdf53159517fe0e5ebd1166
RO|069|1100304|Vilhena|978bd7965ead10c931b2b567179a6b02
RO|069|1100320|São Miguel do Guaporé|74dc4c92f634e6e287b88900312649dd
RO|069|1100338|Nova Mamoré|ef93ce1b65dfd4e6d9f5cb3e27cf17bd
RO|069|1100346|Alvorada D'Oeste|12481093b857c60a7c7ad6d61ab8fb2a
RO|069|1100379|Alto Alegre dos Parecis|9a9486b362ac3b68f57e43e4f32939dd
RO|069|1100403|Alto Paraíso|ead0428db64b68af12ef92b9a22375dc
RO|069|1100452|Buritis|4f936fbbb1af67ccd72708417f6c68cf
RO|069|1100502|Novo Horizonte do Oeste|43cfa00dcbdacad1be2b6dd8bb5d3b06
RO|069|1100601|Cacaulândia|f6343de1633673a09cdb8f412375cb19
RO|069|1100700|Campo Novo de Rondônia|26f64d9298d2198e09df9ae5627fef66
RO|069|1100809|Candeias do Jamari|3a791d0ad25df981566f1c79d8a8ab7c
RO|069|1100908|Castanheiras|1337448db8f563371126c93041b0e34f
RO|069|1100924|Chupinguaia|6323d452618a8ad3e326459d28d695e8
RO|069|1100940|Cujubim|89c17c277bf25970d6f328ca326511e1
RO|069|1101005|Governador Jorge Teixeira|cf25d6a4082adf3b94a8a62256096287
RO|069|1101104|Itapuã do Oeste|948601ebf1c92de2f84a3df46bc015e1
RO|069|1101203|Ministro Andreazza|f14b0ffcb5f81ee014a929a35c886ecc
RO|069|1101302|Mirante da Serra|0eaca218319158b7308dab26a878c189
RO|069|1101401|Monte Negro|7cbfff01a215f840041a0efb61c1b081
RO|069|1101435|Nova União|9933e880f1cbcd618137f319b94999f2
RO|069|1101450|Parecis|96da84580668b511f4ad6fcf649e700e
RO|069|1101468|Pimenteiras do Oeste|b08898b1bef4f8327edb2995ce3990a4
RO|069|1101476|Primavera de Rondônia|e196e5346fcad7430cc25ab04dd9be2b
RO|069|1101484|São Felipe D'Oeste|1a02d15548e9a9824264c5c13f017db3
RO|069|1101492|São Francisco do Guaporé|05a2ecaf05e4bac33bdef07f7182c232
RO|069|1101500|Seringueiras|32dc1b32bd0be474a0a112918491943f
RO|069|1101559|Teixeirópolis|3f0dd46d114ed3750a97dd63ae4aa028
RO|069|1101609|Theobroma|c8a8124ffdf380c54a93f0cfb64e51bf
RO|069|1101708|Urupá|eac3df4688d057c44d325d58b7e667e4
RO|069|1101757|Vale do Anari|d0de8ea255817fc5d840c3bca40d1b20
RO|069|1101807|Vale do Paraíso|9e757d9691e5f700e41928aefb913b25
AC|068|1200013|Acrelândia|8b7aa10d86535cb1272918aa7e3bd3fa
AC|068|1200054|Assis Brasil|25023304253cb3f243c53eeb35ad8967
AC|068|1200104|Brasiléia|df4328364fa9076dd92d07bbd4a56735
AC|068|1200138|Bujari|dcb2c5eb1eb67e19a01fe93cd8e082cc
AC|068|1200179|Capixaba|8497a495a5b10d68b22e1dab12bd7ca3
AC|068|1200203|Cruzeiro do Sul|bf1bf11b471e6338071614a3178a3d7d
AC|068|1200252|Epitaciolândia|d71c746bbbae1d6e0def9428d47dd234
AC|068|1200302|Feijó|203b803107bcdc99682e2e08e91c9ac7
AC|068|1200328|Jordão|12ed02d49bc8860370e63efb4606df19
AC|068|1200336|Mâncio Lima|71dd1d2ada5fec6a8f3f2a37e9631bff
AC|068|1200344|Manoel Urbano|dbe1f3d602bf976ec760bb542b5c6956
AC|068|1200351|Marechal Thaumaturgo|a8dabdb627cdb862e0eacf4d448353b0
AC|068|1200385|Plácido de Castro|bca719a9a9a98804fa23c75d305c95b8
AC|068|1200393|Porto Walter|b5a5170ba7a6644c8c73c02a69ff9244
AC|068|1200401|Rio Branco|c0e154fd673f11be004524f78951af70
AC|068|1200427|Rodrigues Alves|d181c3817bf9d5d10310b4e958cfb164
AC|068|1200435|Santa Rosa do Purus|3ea37f355b20839f3c605680eb11a8cc
AC|068|1200450|Senador Guiomard|6a9ff4bb4e771c8d644df5ab24729129
AC|068|1200500|Sena Madureira|b5c9782e280805ab33c67d908fd25ff4
AC|068|1200609|Tarauacá|a9d821e10354e82c239c6846afcde9c2
AC|068|1200708|Xapuri|f15fc1323f17400a79a14c0f00832b36
AC|068|1200807|Porto Acre|ea89a0703e5a6dc04211b580c82f9b7f
AM|097|1300029|Alvarães|9b7bfb1da88c68d2344c7fa1fbb38917
AM|097|1300060|Amaturá|918dd1da04703b4b112946215732da27
AM|097|1300086|Anamã|7ec72f3e183084c6917a1bb322954c79
AM|097|1300102|Anori|6e82d4c0e352512fe3e698c723ff809d
AM|097|1300144|Apuí|8c6bd3050f227f1b9aa0ee134742b000
AM|097|1300201|Atalaia do Norte|e19f85ae3434f239d22c7d2831162794
AM|092|1300300|Autazes|d865c714fe6081d40a3ae74ac19c2be2
AM|097|1300409|Barcelos|c9d91c450835268faf7c9beabf6db590
AM|092|1300508|Barreirinha|64a0bb3a67299b549003c8157c35b17e
AM|097|1300607|Benjamin Constant|e2c51e4703ee2a34a6baa4509a688c2a
AM|097|1300631|Beruri|4156e62ae813037148376852ca1419e1
AM|092|1300680|Boa Vista do Ramos|53c16d17af189cac34b877a70328ff22
AM|097|1300706|Boca do Acre|cc4640bc19c0d81206e22d4ab0493dce
AM|092|1300805|Borba|10d69b27047694aa422f8bfeb692cf8e
AM|092|1300839|Caapiranga|93081fa0911416dc5c46c5499cede442
AM|097|1300904|Canutama|6a28318f9b328e27db9daa5c64853da2
AM|097|1301001|Carauari|8173b3c34f8e2b04c6bcb1cc5012a129
AM|092|1301100|Careiro|d36a86e92f27a8057e5c3de191dd4156
AM|092|1301159|Careiro da Várzea|25348f5d0a458aa0de1a31a0a9b23aec
AM|097|1301209|Coari|b5f5a8b1b1cb02d0b731d6418949c935
AM|097|1301308|Codajás|0c73d2d670b3f6f1ccb6c94fca8a0c40
AM|097|1301407|Eirunepé|210d0493a97551a5a93c58f1334ae92b
AM|097|1301506|Envira|d4c5660e487dfc007fafad71f9b0a0b9
AM|097|1301605|Fonte Boa|34a0978d46affff252ed42e8405189c1
AM|097|1301654|Guajará|e706a04d66f96bd07fae07e8b035025a
AM|097|1301704|Humaitá|15cd9efffc19a5fddf57fb02534a5df9
AM|097|1301803|Ipixuna|4c27e4bf51cb6b947f85fa131afce667
AM|092|1301852|Iranduba|817596b26660386c4cbee1606b3fd6c1
AM|092|1301902|Itacoatiara|907506755cd7959c21f67a613e11a0ca
AM|097|1301951|Itamarati|e856b2410fec4279a631f4c32dadf7be
AM|092|1302009|Itapiranga|e51b9167b46790a4d01489aeb618f6f5
AM|097|1302108|Japurá|cd985443e93dd7df8bd93ca433ffa543
AM|097|1302207|Juruá|dc0a874c968a55738841788bdce877be
AM|097|1302306|Jutaí|86cc64e9fa7d952a73b88c429d368acc
AM|097|1302405|Lábrea|242810a5134952a9b045cbde213c33e3
AM|092|1302504|Manacapuru|d936c1ae048d8a98a5e46a05e1a87588
AM|092|1302553|Manaquiri|c1e3cd4adbd16e7ed3ab31fe63565938
AM|092|1302603|Manaus|913abe3be111745633f5457298c3220a
AM|097|1302702|Manicoré|2e2a37bf957c46e3b98b426f5842e9f6
AM|097|1302801|Maraã|f3b2942265af6a0161e1210af2d650b6
AM|092|1302900|Maués|caf3f307dfde63e8cecffb4848ff9c15
AM|092|1303007|Nhamundá|0178f93f84f8815d9399740017032f74
AM|092|1303106|Nova Olinda do Norte|eb811a25e34b8f4010e354494a15dae3
